instrument	category	source_table	collection
WHTHad Dy- WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Walsh Function/WHTHad Dy-.vitaltable	Kimura Taro (CC0)
Wub - Playa Hater 02 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/VitalPresets/Presets/Wub - Playa Hater 02.vital	user/Discord presets (third-party)
Wub Saight WT.xrni	bright and gritty	/home/meneses/.local/share/vital/VitalPresets/Presets/Wub Saight.vital	user/Discord presets (third-party)
_D_ ADPR - Pisser WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/_D_ ADPR - Pisser.vital	other
_Metallic Ambient Drone WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/_Metallic Ambient Drone.vital	other
abs1 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/abs/abs1.vitaltable	Kimura Taro (CC0)
abs5 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/abs/abs5.vitaltable	Kimura Taro (CC0)
atmosexp2.1 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/atmosexp2.1.vital	other
ba.007 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/qub1t/Presets/ba.007.vital	user/Discord presets (third-party)
ba.008 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/qub1t/Presets/ba.008.vital	user/Discord presets (third-party)
bwap WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/bwap.vital	other
chords 233 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/nahush2321/Presets/chords 233.vital	user/Discord presets (third-party)
crazydnb WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/crazydnb.vital	other
go ahead make my day- WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Walsh Function/go ahead make my day-.vitaltable	Kimura Taro (CC0)
kaleidoscope WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/kaleidoscope.vital	other
ky.010 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/qub1t/Presets/ky.010.vital	user/Discord presets (third-party)
new 5 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/nahush2321/Wavetables/new 5.vitaltable	user/Discord presets (third-party)
new wave 232 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/nahush2321/Wavetables/new wave 232.vitaltable	user/Discord presets (third-party)
new wave 8 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/nahush2321/Wavetables/new wave 8.vitaltable	user/Discord presets (third-party)
nintendosoundesigner III WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/nintendosoundesigner III.vital	other
pd.017 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/qub1t/Presets/pd.017.vital	user/Discord presets (third-party)
preset that always sounds different WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/preset that always sounds different.vital	other
some feelings WT.xrni	bright and gritty	/home/meneses/.local/share/vital/nahush2321/Presets/some feelings.vital	user/Discord presets (third-party)
something WT.xrni	bright and gritty	/home/meneses/.local/share/vital/nahush2321/Presets/something.vital	user/Discord presets (third-party)
sw.004 WT.xrni	bright and gritty	/home/meneses/.local/share/vital/qub1t/Presets/sw.004.vital	user/Discord presets (third-party)
white noise groove WT.xrni	bright and gritty	/home/meneses/.local/share/vital/Vital Harvest/Presets/white noise groove.vital	other
Higher Snare WT.xrni	impulses and clicks	/home/meneses/.local/share/vital/Vital Harvest/Presets/Higher Snare.vital	other
Noise WalshDY WT.xrni	impulses and clicks	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Noise/Noise WalshDY.vitaltable	Kimura Taro (CC0)
my earsssss WT.xrni	impulses and clicks	/home/meneses/.local/share/vital/Vital Harvest/Presets/my earsssss.vital	other
259E-G5 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Softbe Modular/259E-G5.vitaltable	Kimura Taro (CC0)
259E-G7 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Softbe Modular/259E-G7.vitaltable	Kimura Taro (CC0)
259e-R7 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Buchla 259e-Red/259e-R7.vitaltable	Kimura Taro (CC0)
A4PWM WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4PWM.vitaltable	Kimura Taro (CC0)
A4SawLPF WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4SawLPF.vitaltable	Kimura Taro (CC0)
A4SawPWM WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4SawPWM.vitaltable	Kimura Taro (CC0)
A4SyncTrPulse WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4SyncTrPulse.vitaltable	Kimura Taro (CC0)
A4TrPulseLPF WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4TrPulseLPF.vitaltable	Kimura Taro (CC0)
A4TranPulse WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4TranPulse.vitaltable	Kimura Taro (CC0)
A4TriPWM WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AnalogFour/A4TriPWM.vitaltable	Kimura Taro (CC0)
ACID_SP WT.xrni	metallic and FM	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/ACID_SP.vitaltable	WaveEdit Online (CC0)
ADPR - Corrosion WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Growl 4 - Screech Tearout/Presets/ADPR - Corrosion.vital	user/Discord presets (third-party)
AudacityPluck Bell WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Audacity/AudacityPluck Bell.vitaltable	Kimura Taro (CC0)
AudacityPluck Harm WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Audacity/AudacityPluck Harm.vitaltable	Kimura Taro (CC0)
BANK_A WT.xrni	metallic and FM	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/BANK_A.vitaltable	WaveEdit Online (CC0)
Bass - Nerdy WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Vital Harvest/Presets/Bass - Nerdy.vital	other
BassTables 18 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/basstables-v1/BassTables/BassTables 18.wav	BassTables (free use license)
BassTables 23 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/basstables-v1/BassTables/BassTables 23.wav	BassTables (free use license)
BassTables 25 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/basstables-v1/BassTables/BassTables 25.wav	BassTables (free use license)
BassTables 28 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/basstables-v1/BassTables/BassTables 28.wav	BassTables (free use license)
BassTables 29 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/basstables-v1/BassTables/BassTables 29.wav	BassTables (free use license)
Bells - Downhill WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Vital Harvest/Presets/Bells - Downhill.vital	other
Big Deal WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Vital Harvest/Presets/Big Deal.vital	other
Bounce WT.xrni	metallic and FM	/home/meneses/.local/share/vital/nahush2321/Presets/Bounce.vital	user/Discord presets (third-party)
CC_Dark Ambient Drone_PresetPack_2 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Vital Harvest/Presets/CC_Dark Ambient Drone_PresetPack_2.vital	other
CZ Reso2 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/CZ Reso/CZ Reso2.vitaltable	Kimura Taro (CC0)
CZ Reso3 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/CZ Reso/CZ Reso3.vitaltable	Kimura Taro (CC0)
CZ Reso4 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/CZ Reso/CZ Reso4.vitaltable	Kimura Taro (CC0)
Cant Give Up 1-16th WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Vital Harvest/Presets/Cant Give Up 1-16th.vital	other
Cherry Blossom Bells WT.xrni	metallic and FM	/home/meneses/.local/share/vital/VitalBank/Presets/Cherry Blossom Bells.vital	other
D ADPR - True Wub WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Growl 2 - Talking Yoi/Presets/D ADPR - True Wub.vital	user/Discord presets (third-party)
DSPWF4bit WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/DSP Wavefolder/DSPWF4bit.vitaltable	Kimura Taro (CC0)
Dampé WT.xrni	metallic and FM	/home/meneses/.local/share/vital/VitalBank/Presets/Dampé.vital	other
Dark Step WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Vital Harvest/Presets/Dark Step.vital	other
DarkSynth1 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AmaizingNoises DarkSynth/DarkSynth1.vitaltable	Kimura Taro (CC0)
DarkSynth3 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AmaizingNoises DarkSynth/DarkSynth3.vitaltable	Kimura Taro (CC0)
DarkSynth3FM WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AmaizingNoises DarkSynth/DarkSynth3FM.vitaltable	Kimura Taro (CC0)
DarkSynth4 WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/AmaizingNoises DarkSynth/DarkSynth4.vitaltable	Kimura Taro (CC0)
DirtyHarry 8bit WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Vocorder/DirtyHarry 8bit.vitaltable	Kimura Taro (CC0)
DirtyHarry WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Vocorder/DirtyHarry.vitaltable	Kimura Taro (CC0)
ELOB_A WT.xrni	metallic and FM	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/ELOB_A.vitaltable	WaveEdit Online (CC0)
ESW Basics - Saw Dual 03 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Dual 03.wav	Echo Sound Works Core (free pack)
ESW Basics - Saw Fifth 01 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Fifth 01.wav	Echo Sound Works Core (free pack)
ESW Basics - Saw Fifth 02 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Fifth 02.wav	Echo Sound Works Core (free pack)
ESW Basics - Saw Fifth 03 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Fifth 03.wav	Echo Sound Works Core (free pack)
ESW Digital - Angry 02 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Angry 02.wav	Echo Sound Works Core (free pack)
ESW Digital - Aries WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Aries.wav	Echo Sound Works Core (free pack)
ESW Digital - Astro Scorpio WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Astro Scorpio.wav	Echo Sound Works Core (free pack)
ESW Digital - Bass Angry 01 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Bass Angry 01.wav	Echo Sound Works Core (free pack)
ESW Digital - Bit Bass WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Bit Bass.wav	Echo Sound Works Core (free pack)
ESW Digital - Complex Saw 01 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Complex Saw 01.wav	Echo Sound Works Core (free pack)
ESW Digital - Filter Sweep Pulse WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Filter Sweep Pulse.wav	Echo Sound Works Core (free pack)
ESW Digital - Gruff Throat WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Gruff Throat.wav	Echo Sound Works Core (free pack)
ESW Digital - Leo WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Leo.wav	Echo Sound Works Core (free pack)
ESW Digital - Libra WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Libra.wav	Echo Sound Works Core (free pack)
ESW Digital - Roboto WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Roboto.wav	Echo Sound Works Core (free pack)
ESW Digital - Sync Ring WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Sync Ring.wav	Echo Sound Works Core (free pack)
ESW Digital - Taurus WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Taurus.wav	Echo Sound Works Core (free pack)
ESW Digital - Throaty WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Throaty.wav	Echo Sound Works Core (free pack)
ESW FM - Sticky WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/FM/ESW FM - Sticky.wav	Echo Sound Works Core (free pack)
ESW Growl - Dino WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Dino.wav	Echo Sound Works Core (free pack)
ESW Growl - Engine Noise WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Engine Noise.wav	Echo Sound Works Core (free pack)
ESW Growl - Grizzly WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Grizzly.wav	Echo Sound Works Core (free pack)
ESW Growl - Mission WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Mission.wav	Echo Sound Works Core (free pack)
ESW Growl - Monsters WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Monsters.wav	Echo Sound Works Core (free pack)
ESW Growl - Ugh WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Ugh.wav	Echo Sound Works Core (free pack)
ESW Growl - Vocal Nodes WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Vocal Nodes.wav	Echo Sound Works Core (free pack)
ESW Growl - We Wow WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - We Wow.wav	Echo Sound Works Core (free pack)
ESW One Shot - LD Busy WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Synth One Shots/ESW One Shot - LD Busy.wav	Echo Sound Works Core (free pack)
ESW Spectral - Bearish WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Bearish.wav	Echo Sound Works Core (free pack)
ESW Spectral - Burpie WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Burpie.wav	Echo Sound Works Core (free pack)
ESW Spectral - Kronk WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Kronk.wav	Echo Sound Works Core (free pack)
ESW Spectral - Ring Mod WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Ring Mod.wav	Echo Sound Works Core (free pack)
ESW Spectral - Robo Cop WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Robo Cop.wav	Echo Sound Works Core (free pack)
ESW Spectral - Stubble WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Stubble.wav	Echo Sound Works Core (free pack)
ESW Spectral - Yayiiii WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Yayiiii.wav	Echo Sound Works Core (free pack)
ESW Vocal -  AhWoYeYo WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal -  AhWoYeYo.wav	Echo Sound Works Core (free pack)
ESW Vocal - Ah 02 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Ah 02.wav	Echo Sound Works Core (free pack)
ESW Vocal - Ahhh 01 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Ahhh 01.wav	Echo Sound Works Core (free pack)
ESW Vocal - Blowing It WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Blowing It.wav	Echo Sound Works Core (free pack)
ESW Vocal - Bright Vowel WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Bright Vowel.wav	Echo Sound Works Core (free pack)
ESW Vocal - Digital Vowels WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Digital Vowels.wav	Echo Sound Works Core (free pack)
ESW Vocal - Flight Ahh WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Flight Ahh.wav	Echo Sound Works Core (free pack)
ESW Vocal - Formant Bot 01 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Formant Bot 01.wav	Echo Sound Works Core (free pack)
ESW Vocal - Formant Bot 02 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Formant Bot 02.wav	Echo Sound Works Core (free pack)
ESW Vocal - Formant Bot 05 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Formant Bot 05.wav	Echo Sound Works Core (free pack)
ESW Vocal - Monks WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Monks.wav	Echo Sound Works Core (free pack)
ESW Vocal - Multi Vowel WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Multi Vowel.wav	Echo Sound Works Core (free pack)
ESW Vocal - Nasal 01 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Nasal 01.wav	Echo Sound Works Core (free pack)
ESW Vocal - Now WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Now.wav	Echo Sound Works Core (free pack)
ESW Vocal - Serum Voice 04 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Serum Voice 04.wav	Echo Sound Works Core (free pack)
ESW Vocal - Serum Voice 05 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Serum Voice 05.wav	Echo Sound Works Core (free pack)
ESW Vocal - Serum Voice 06 WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Serum Voice 06.wav	Echo Sound Works Core (free pack)
ESW Vocal - Vowel Sweep WT.xrni	metallic and FM	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Vowel Sweep.wav	Echo Sound Works Core (free pack)
FMFold WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Waveshaper/FMFold.vitaltable	Kimura Taro (CC0)
FoldRing FM WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Waveshaper/FoldRing FM.vitaltable	Kimura Taro (CC0)
FoldRing WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Waveshaper/FoldRing.vitaltable	Kimura Taro (CC0)
FormantStep WT.xrni	metallic and FM	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FormantStep/FormantStep.vitaltable	Kimura Taro (CC0)
